State,Administrative district,Year,Hospital type,Hospital Category,Number of Hospital,Number of Bed
Sarawak,Serian,2015,Non-MoH,,,
Sarawak,Serian,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,84
Sarawak,Serian,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Serian,2016,Non-MoH,,,
Sarawak,Serian,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,84
Sarawak,Serian,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Serian,2017,Non-MoH,,,
Sarawak,Serian,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Serian,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Serian,2018,Non-MoH,,,
Sarawak,Sibu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,620
Sarawak,Sibu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sibu,2015,Non-MoH,,,
Sarawak,Sibu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,630
Sarawak,Sibu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sibu,2016,Non-MoH,,,
Sarawak,Sibu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,630
Sarawak,Sibu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sibu,2017,Non-MoH,,,
Sarawak,Sibu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sibu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sibu,2018,Non-MoH,,,
Sarawak,Simunjan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,42
Sarawak,Simunjan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Simunjan,2015,Non-MoH,,,
Sarawak,Simunjan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,42
Sarawak,Simunjan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Simunjan,2016,Non-MoH,,,
Sarawak,Simunjan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,42
Sarawak,Simunjan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Simunjan,2017,Non-MoH,,,
Sarawak,Simunjan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Simunjan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Simunjan,2018,Non-MoH,,,
Sarawak,Song,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Song,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Song,2015,Non-MoH,,,
Sarawak,Song,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Song,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Song,2016,Non-MoH,,,
Sarawak,Song,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Song,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Song,2017,Non-MoH,,,
Sarawak,Song,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Song,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Song,2018,Non-MoH,,,
Sarawak,Sri Aman,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,96
Sarawak,Sri Aman,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sri Aman,2015,Non-MoH,,,
Sarawak,Sri Aman,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,96
Sarawak,Sri Aman,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sri Aman,2016,Non-MoH,,,
Sarawak,Sri Aman,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,96
Sarawak,Sri Aman,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sri Aman,2017,Non-MoH,,,
Sarawak,Sri Aman,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Sri Aman,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Sri Aman,2018,Non-MoH,,,
Sarawak,Subis,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Subis,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Subis,2015,Non-MoH,,,
Sarawak,Subis,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Subis,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Subis,2016,Non-MoH,,,
Sarawak,Subis,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Subis,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Subis,2017,Non-MoH,,,
Sarawak,Subis,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Subis,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Subis,2018,Non-MoH,,,
Sarawak,Tanjung Manis,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tanjung Manis,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tanjung Manis,2015,Non-MoH,,,
Sarawak,Tanjung Manis,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tanjung Manis,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tanjung Manis,2016,Non-MoH,,,
Sarawak,Tanjung Manis,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tanjung Manis,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tanjung Manis,2017,Non-MoH,,,
Sarawak,Tanjung Manis,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tanjung Manis,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tanjung Manis,2018,Non-MoH,,,
Sarawak,Tatau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tatau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tatau,2015,Non-MoH,,,
Sarawak,Tatau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tatau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tatau,2016,Non-MoH,,,
Sarawak,Tatau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tatau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tatau,2017,Non-MoH,,,
Sarawak,Tatau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tatau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tatau,2018,Non-MoH,,,
Sarawak,Tebedu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tebedu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tebedu,2015,Non-MoH,,,
Sarawak,Tebedu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tebedu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tebedu,2016,Non-MoH,,,
Sarawak,Tebedu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tebedu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tebedu,2017,Non-MoH,,,
Sarawak,Tebedu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Tebedu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Tebedu,2018,Non-MoH,,,
Sarawak,Telang Usan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Telang Usan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Telang Usan,2015,Non-MoH,,,
Sarawak,Telang Usan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Telang Usan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Telang Usan,2016,Non-MoH,,,
Sarawak,Telang Usan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Telang Usan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Telang Usan,2017,Non-MoH,,,
Sarawak,Telang Usan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sarawak,Telang Usan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sarawak,Telang Usan,2018,Non-MoH,,,
Selangor,Gombak (Rawang),2015,"Ministry of Health, Malaysia (MoH)",Hospital,3,1819
Selangor,Gombak (Rawang),2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,130
Selangor,Gombak (Rawang),2015,Non-MoH,,1,88
Selangor,Gombak (Rawang),2016,"Ministry of Health, Malaysia (MoH)",Hospital,3,1835
Selangor,Gombak (Rawang),2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,90
Selangor,Gombak (Rawang),2016,Non-MoH,,1,88
Selangor,Gombak (Rawang),2017,"Ministry of Health, Malaysia (MoH)",Hospital,3,1889
Selangor,Gombak (Rawang),2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,110
Selangor,Gombak (Rawang),2017,Non-MoH,,1,88
Selangor,Gombak (Rawang),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Gombak (Rawang),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Gombak (Rawang),2018,Non-MoH,,,
Selangor,Hulu Langat (Bangi),2015,"Ministry of Health, Malaysia (MoH)",Hospital,2,888
Selangor,Hulu Langat (Bangi),2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Langat (Bangi),2015,Non-MoH,,,
Selangor,Hulu Langat (Bangi),2016,"Ministry of Health, Malaysia (MoH)",Hospital,2,888
Selangor,Hulu Langat (Bangi),2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Langat (Bangi),2016,Non-MoH,,,
Selangor,Hulu Langat (Bangi),2017,"Ministry of Health, Malaysia (MoH)",Hospital,2,748
Selangor,Hulu Langat (Bangi),2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Langat (Bangi),2017,Non-MoH,,,
Selangor,Hulu Langat (Bangi),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Hulu Langat (Bangi),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Langat (Bangi),2018,Non-MoH,,,
Selangor,Hulu Selangor,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,150
Selangor,Hulu Selangor,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Selangor,2015,Non-MoH,,,
Selangor,Hulu Selangor,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,120
Selangor,Hulu Selangor,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Selangor,2016,Non-MoH,,,
Selangor,Hulu Selangor,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,120
Selangor,Hulu Selangor,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Selangor,2017,Non-MoH,,,
Selangor,Hulu Selangor,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Hulu Selangor,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Hulu Selangor,2018,Non-MoH,,,
Selangor,Klang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,1094
Selangor,Klang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Klang,2015,Non-MoH,,,
Selangor,Klang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,1154
Selangor,Klang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Klang,2016,Non-MoH,,,
Selangor,Klang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,1154
Selangor,Klang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Klang,2017,Non-MoH,,,
Selangor,Klang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Klang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Klang,2018,Non-MoH,,,
Selangor,Kuala Langat,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,155
Selangor,Kuala Langat,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Langat,2015,Non-MoH,,,
Selangor,Kuala Langat,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,155
Selangor,Kuala Langat,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Langat,2016,Non-MoH,,,
Selangor,Kuala Langat,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,162
Selangor,Kuala Langat,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Langat,2017,Non-MoH,,,
Selangor,Kuala Langat,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Kuala Langat,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Langat,2018,Non-MoH,,,
Selangor,Kuala Selangor,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,114
Selangor,Kuala Selangor,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Selangor,2015,Non-MoH,,,
Selangor,Kuala Selangor,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,114
Selangor,Kuala Selangor,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Selangor,2016,Non-MoH,,,
Selangor,Kuala Selangor,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,114
Selangor,Kuala Selangor,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Selangor,2017,Non-MoH,,,
Selangor,Kuala Selangor,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Kuala Selangor,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Kuala Selangor,2018,Non-MoH,,,
Selangor,Petaling (Subang Jaya),2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,300
Selangor,Petaling (Subang Jaya),2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Petaling (Subang Jaya),2015,Non-MoH,,,
Selangor,Petaling (Subang Jaya),2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,300
Selangor,Petaling (Subang Jaya),2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Petaling (Subang Jaya),2016,Non-MoH,,,
Selangor,Petaling (Subang Jaya),2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,299
Selangor,Petaling (Subang Jaya),2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Petaling (Subang Jaya),2017,Non-MoH,,,
Selangor,Petaling (Subang Jaya),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Petaling (Subang Jaya),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Petaling (Subang Jaya),2018,Non-MoH,,,
Selangor,Sabak Bernam,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Selangor,Sabak Bernam,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sabak Bernam,2015,Non-MoH,,,
Selangor,Sabak Bernam,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Selangor,Sabak Bernam,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sabak Bernam,2016,Non-MoH,,,
Selangor,Sabak Bernam,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Selangor,Sabak Bernam,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sabak Bernam,2017,Non-MoH,,,
Selangor,Sabak Bernam,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Sabak Bernam,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sabak Bernam,2018,Non-MoH,,,
Selangor,Sepang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,662
Selangor,Sepang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sepang,2015,Non-MoH,,,
Selangor,Sepang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,694
Selangor,Sepang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sepang,2016,Non-MoH,,,
Selangor,Sepang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,694
Selangor,Sepang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sepang,2017,Non-MoH,,,
Selangor,Sepang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Selangor,Sepang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Selangor,Sepang,2018,Non-MoH,,,
Terengganu,Besut,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,140
Terengganu,Besut,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Besut,2015,Non-MoH,,,
Terengganu,Besut,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,140
Terengganu,Besut,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Besut,2016,Non-MoH,,,
Terengganu,Besut,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,156
Terengganu,Besut,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Besut,2017,Non-MoH,,,
Terengganu,Besut,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Besut,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Besut,2018,Non-MoH,,,
Terengganu,Dungun,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Terengganu,Dungun,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Dungun,2015,Non-MoH,,,
Terengganu,Dungun,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Terengganu,Dungun,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Dungun,2016,Non-MoH,,,
Terengganu,Dungun,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Terengganu,Dungun,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Dungun,2017,Non-MoH,,,
Terengganu,Dungun,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Dungun,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Dungun,2018,Non-MoH,,,
Terengganu,Hulu Terengganu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,119
Terengganu,Hulu Terengganu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Hulu Terengganu,2015,Non-MoH,,,
Terengganu,Hulu Terengganu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,119
Terengganu,Hulu Terengganu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Hulu Terengganu,2016,Non-MoH,,,
Terengganu,Hulu Terengganu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,119
Terengganu,Hulu Terengganu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Hulu Terengganu,2017,Non-MoH,,,
Terengganu,Hulu Terengganu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Hulu Terengganu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Hulu Terengganu,2018,Non-MoH,,,
Terengganu,Kemaman,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,150
Terengganu,Kemaman,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kemaman,2015,Non-MoH,,,
Terengganu,Kemaman,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,150
Terengganu,Kemaman,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kemaman,2016,Non-MoH,,,
Terengganu,Kemaman,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,150
Terengganu,Kemaman,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kemaman,2017,Non-MoH,,,
Terengganu,Kemaman,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Kemaman,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kemaman,2018,Non-MoH,,,
Terengganu,Kuala Terengganu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,1060
Terengganu,Kuala Terengganu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kuala Terengganu,2015,Non-MoH,,,
Terengganu,Kuala Terengganu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,1060
Terengganu,Kuala Terengganu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kuala Terengganu,2016,Non-MoH,,,
Terengganu,Kuala Terengganu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,1095
Terengganu,Kuala Terengganu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kuala Terengganu,2017,Non-MoH,,,
Terengganu,Kuala Terengganu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Kuala Terengganu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Kuala Terengganu,2018,Non-MoH,,,
Terengganu,Marang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Marang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Marang,2015,Non-MoH,,,
Terengganu,Marang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Marang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Marang,2016,Non-MoH,,,
Terengganu,Marang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Marang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Marang,2017,Non-MoH,,,
Terengganu,Marang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Marang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Marang,2018,Non-MoH,,,
Terengganu,Setiu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Terengganu,Setiu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Setiu,2015,Non-MoH,,,
Terengganu,Setiu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Terengganu,Setiu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Setiu,2016,Non-MoH,,,
Terengganu,Setiu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,76
Terengganu,Setiu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Setiu,2017,Non-MoH,,,
Terengganu,Setiu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Terengganu,Setiu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Terengganu,Setiu,2018,Non-MoH,,,
W.P. Kuala Lumpur,Bera,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,2143
W.P. Kuala Lumpur,Bera,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,2,284
W.P. Kuala Lumpur,Bera,2015,Non-MoH,,3,2474
W.P. Kuala Lumpur,Bera,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,2131
W.P. Kuala Lumpur,Bera,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,2,284
W.P. Kuala Lumpur,Bera,2016,Non-MoH,,3,2475
W.P. Kuala Lumpur,Bera,2017,"Ministry of Health, Malaysia (MoH)",Hospital,3,2655
W.P. Kuala Lumpur,Bera,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,3,526
W.P. Kuala Lumpur,Bera,2017,Non-MoH,,3,2604
W.P. Kuala Lumpur,Bera,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
W.P. Kuala Lumpur,Bera,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Kuala Lumpur,Bera,2018,Non-MoH,,,
W.P. Labuan,Bera,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,122
W.P. Labuan,Bera,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Labuan,Bera,2015,Non-MoH,,,
W.P. Labuan,Bera,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,122
W.P. Labuan,Bera,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Labuan,Bera,2016,Non-MoH,,,
W.P. Labuan,Bera,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
W.P. Labuan,Bera,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Labuan,Bera,2017,Non-MoH,,,
W.P. Labuan,Bera,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
W.P. Labuan,Bera,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Labuan,Bera,2018,Non-MoH,,,
W.P. Putrajaya,Bera,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,341
W.P. Putrajaya,Bera,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,252
W.P. Putrajaya,Bera,2015,Non-MoH,,,
W.P. Putrajaya,Bera,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,341
W.P. Putrajaya,Bera,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,1,252
W.P. Putrajaya,Bera,2016,Non-MoH,,,
W.P. Putrajaya,Bera,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
W.P. Putrajaya,Bera,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Putrajaya,Bera,2017,Non-MoH,,,
W.P. Putrajaya,Bera,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
W.P. Putrajaya,Bera,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
W.P. Putrajaya,Bera,2018,Non-MoH,,,
